"zn","indus","chas","nox","rm","age","dis","rad","tax","ptratio","black","lstat","medv","crime"
"1",0.284548269340465,-1.2866362317172,-0.272329067679209,-0.144074854732454,0.413262920453086,-0.119894767215808,0.140074983979562,-0.981871187861868,-0.665949179488735,-1.4575579672896,0.440615894999094,-1.07449897034393,0.159527788524498,"low"
"2",-0.487240187226824,-0.592794378242936,-0.272329067679209,-0.739530360743428,0.194082387437015,0.366803426432622,0.556609049570402,-0.86702448858815,-0.986353380438696,-0.302794499749459,0.440615894999094,-0.491952524918566,-0.101423917273119,"low"
"3",-0.487240187226824,-0.592794378242936,-0.272329067679209,-0.739530360743428,1.28144555123103,-0.265548971154389,0.556609049570402,-0.86702448858815,-0.986353380438696,-0.302794499749459,0.396035074079377,-1.20753241340982,1.32293747687221,"low"
"4",-0.487240187226824,-1.305585694102,-0.272329067679209,-0.834458050107496,1.01529776114009,-0.809087829754461,1.07667113511199,-0.752177789314432,-1.10502160301276,0.112920348564992,0.415751407655665,-1.36017078492752,1.18158863623183,"low"
"5",-0.487240187226824,-1.305585694102,-0.272329067679209,-0.834458050107496,1.22736204308421,-0.510674338758343,1.07667113511199,-0.752177789314432,-1.10502160301276,0.112920348564992,0.440615894999094,-1.02548664921439,1.48603229299572,"low"
"6",-0.487240187226824,-1.305585694102,-0.272329067679209,-0.834458050107496,0.206891639366525,-0.350809968581852,1.07667113511199,-0.752177789314432,-1.10502160301276,0.112920348564992,0.410165113142383,-1.04229087360166,0.670558212378165,"low"
"7",0.0487240187226824,-0.476182302028774,-0.272329067679209,-0.264891913923086,-0.388026950248526,-0.0701591853831221,0.83841421947304,-0.522484390766995,-0.57694801255819,-1.50374850599121,0.426376320749553,-0.0312367063009089,0.039924923367257,"med_low"
"8",0.0487240187226824,-0.476182302028774,-0.272329067679209,-0.264891913923086,-0.160306915946114,0.977840574662768,1.02362489736658,-0.522484390766995,-0.57694801255819,-1.50374850599121,0.440615894999094,0.90979985938622,0.496590408513087,"med_low"
"9",0.0487240187226824,-0.476182302028774,-0.272329067679209,-0.264891913923086,-0.930285281931143,1.11638969548239,1.0861216286763,-0.522484390766995,-0.57694801255819,-1.50374850599121,0.32812325842772,2.41937935017599,-0.655946292093055,"med_low"
"10",0.0487240187226824,-0.476182302028774,-0.272329067679209,-0.264891913923086,-0.399412951963647,0.615481335596054,1.32832020746017,-0.522484390766995,-0.57694801255819,-1.50374850599121,0.328999539919999,0.622727692770355,-0.394994586295438,"med_low"
